title,content,category,sub_category
Phòng Thiết bị - Vật tư,"Phòng A1.703, A1.704A (tầng 7), Tòa nhà trung tâm,  
Website: https://emo.hcmute.edu.vn/ 
Email: ptbvt@hcmute.edu.vn, 
Số điện thoại: 028.3722.1713; 028.3722.1223 – ext. 8144,  
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Giải quyết các yêu cầu về vật tư thực tập cho SV;
+ Phụ trách đảm bảo các yêu cầu về thiết bị kỹ thuật phòng học (tivi, máy chiếu, màn chiếu, âm thanh, máy lạnh),…. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Phòng Khoa học Công nghệ,"        Phòng A1.902 (tầng 9), Tòa nhà trung tâm,  
        Website: https://stiao.hcmute.edu.vn/ 
        Email: khcn@hcmute.edu.vn, 
        Fanpage: https://www.facebook.com/STOHCMUTE/ 
        Số điện thoại: 028.3722.1223 – ext. 8160, 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tư vấn, hướng dẫn SV tham gia nghiên cứu khoa học, tham gia các hoạt động học thuật, các cuộc thi khoa học & công nghệ trong và ngoài trường,… 
+ Tổ chức các hội thảo khoa học, các sân chơi học thuật cho SV.
+ Tư vấn các vấn đề khác liên quan đến hoạt động NCKH.",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Phòng Quan hệ doanh nghiệp,"Phòng A1.402 (tầng 4), Tòa nhà trung tâm,   
Website:
+ ERO: https://pr.hcmute.edu.vn;          + Cựu SV: https://alumni.hcmute.edu.vn; 
Email: 
+ Sinh viên liên hệ: ero@hcmute.edu.vn; 
+ Cựu SV liên hệ: alumni@hcmute.edu.vn; 
Fanpage:
+ Phòng Quan hệ Doanh nghiệp: https://www.facebook.com/erohcmute/ 
+ Việc làm ngoài nước: https://www.facebook.com/OverseasJobs.HCMUTE/ 
+ UTE Mentoring: https://www.facebook.com/HCMUTE.Mentoring 
+ Cộng đồng Cựu sinh viên: https://www.facebook.com/csvspkt 
Cổng thông tin Tìm việc và Tuyển dụng Career Hub: https://careerhub.hcmute.edu.vn/ 
Chương trình Ngày Hội việc làm, Tuần lễ Tuyển dụng: https://careerfair.hcmute.edu.vn/ 
Số điện thoại: 028.3722.5551
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tư vấn, giới thiệu các cơ hội thực tập, việc làm trong và ngoài nước;
+ Tư vấn, giới thiệu việc làm bán thời gian;
+ Tổ chức các Hội thảo, Chuyên đề trang bị Kỹ năng mềm, định hướng nghề nghiệp & phát triển năng lực nghề nghiệp;
+  Tìm kiếm, hỗ trợ khoa chuyên môn về thông tin tiếp nhận tham quan của  doanh nghiệp; 
+ Giới thiệu, tư vấn học bổng doanh nghiệp;
+ Kết nối SV với cựu SV trong việc định hướng nghề nghiệp, chia sẻ kinh nghiệm, bồi dưỡng kỹ năng, chuyên môn, văn hóa doanh nghiệp,... (HCMUTE Mentoring);
+ Kết nối SV với doanh nghiệp, cựu SV, hỗ trợ hoạt động nghiên cứu khoa học, chuyển giao công nghệ;
+ Phát giấy chứng nhận tốt nghiệp tạm thời cho SV;
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Phòng Quan hệ Quốc tế,"Phòng A1.705 (tầng 5), Tòa nhà trung tâm 
Website: https://oia.hcmute.edu.vn/ 
Email: oia@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/phongquanhequocte/ 
Số điện thoại: 028.3896.1141, 028.3722.1223 – ext. 8160, 
Phụ trách các công tác liên quan đến sinh viên: 
+ Thông báo các chương trình học bổng, trao đổi văn hóa, học thuật, thực tập từ phía trường đối tác gửi đến. 
+ Hỗ trợ chuẩn bị, tư vấn các thủ tục, hồ sơ pháp lí liên quan đến nhà trường theo yêu cầu của mỗi Đại sứ quán/Cơ quan thực hiện thủ tục visa cho SV. 
+ Tư vấn, thiết kế, và thực hiện các dịch vụ theo yêu cầu của SV. 
+ Các hoạt động khác liên quan đến mảng công tác của phòng QHQT.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Phòng Đảm bảo chất lượng,"Phòng A1.1102 (tầng 11), Tòa nhà trung tâm,  
Website: https://qao.hcmute.edu.vn/ 
Email: pdbcl@hcmute.edu.vn,  
Số điện thoại: 028.3722.1223 – ext. 8190,  
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Đánh giá, kiểm định chất lượng các chương trình đào tạo, các hoạt động đào tạo; 
+ Tổ chức đánh giá hoạt động giảng dạy của giảng viên, đánh giá môi trường học tập và làm việc… 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Phòng hợp tác và phát triển đào tạo,"Phòng A1.406, A1.407 (tầng 4), Tòa nhà trung tâm, 
Website: 
+ Hệ Vừa làm vừa học: https://nmo.hcmute.edu.vn/ 
+ Hệ Đào tạo từ xa: https://daotaotuxa.hcmute.edu.vn 
Email: pdtkcq@hcmute.edu.vn và daotatuxa@hcmute.edu.vn 
Fanpage: 
+ Hệ Vừa làm vừa học: https://www.facebook.com/daotaokhongchinhquy/ 
+ Hệ Đào tạo từ xa: https://www.facebook.com/dttxhcmute/ 
Số điện thoại: 028.3722.3504; 0708602467; 0708653327 
Phụ trách: Tổ chức và quản lý các chương trình đào tạo thuộc hệ vừa làm vừa học, đào tạo từ xa,… 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Phòng Thanh tra giáo dục,"Phòng A1.1003 (tầng 10), Tòa nhà trung tâm,  
Website: https://aio.hcmute.edu.vn/ 
Email: pttgd@hcmute.edu.vn, 
Số điện thoại: 028.3722.1223 – ext. 8180
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Thực hiện công tác thanh tra, giải quyết các đơn thư khiếu nại, tố cáo trong lĩnh vực giáo dục.
+ Kiểm soát và ghi nhận thực tế tình hình giảng dạy theo thời khóa biểu và công tác tổ chức thi. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
"Phòng Truyền thông
","Phòng A1.1106 (tầng 11), Tòa nhà trung tâm,  
Website: https://pmo.hcmute.edu.vn/ 
Email: pmo@hcmute.edu.vn, 
Fanpage:  
+ Trường: https://www.facebook.com/dhspkt.hcmute 
+ Kênh truyền hình UTE-TV: https://www.facebook.com/HCMUTETV 
+ Phòng Truyền thông: https://www.facebook.com/pmoute/ 
Số điện thoại: 028.3722.1223 – ext. 8680,  
Phụ trách các hoạt động truyền thông, sự kiện của trường; Quản lý UTE-Studio; Kênh truyền hình UTE-TV; Fanpage Trường và các kênh mạng xã hội của Trường; Quản lý các hoạt động quảng bá thương hiệu và quản lý nhận diện thương hiệu của nhà trường.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Thư viện,"Văn phòng liên hệ:
+ Thư viện khu A: Phòng Đọc, Phòng Mượn;
+ Thư viện Tầng hầm TNTT: Phòng Đọc Beehive (Reading Room Beehive);
Website: https://thuvien.hcmute.edu.vn/, https://thuvienso.hcmute.edu.vn/ 
Email: thuvien@hcmute.edu.vn, 
Số điện thoại: 028.3896.9920; 028.3722.1223 – ext. 8220
Fanpage: https://www.facebook.com/thuviendaihocspkttphcm/ 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Đáp ứng các yêu cầu của SV về tài liệu, giáo trình, mượn và trả tài liệu. 
+ Hỗ trợ SV khai thác nguồn tài nguyên thông tin của Thư viện Trường, bao gồm: sách tham khảo Việt văn, sách tham khảo Ngoại văn, Tiêu chuẩn, Giáo trình, luận văn, luận án, đề tài nghiên cứu khoa học phù hợp với những chuyên ngành được đào tạo tại trường.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Ban Quản lý ký túc xá,"Văn phòng tại tầng trệt Ký túc xá khu D (đường Lê Văn Chí) và tầng trệt Ký túc xá cơ sở 2 (484 Lê Văn Việt, P. Tăng Nhơn Phú A, TP. Thủ Đức)
Website: https://ktx.hcmute.edu.vn/ 
Email: bqlktx@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/ktxhcmute/ 
Số điện thoại: 028.3897.3082; 028.37221.223 – ext. 8210,  
Phụ trách giải quyết các nhu cầu về nội trú cho SV, quản lý SV nội trú theo Quy chế SV nội trú,... 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trạm Y tế,"Văn phòng ở cuối Khu B; gần cổng B 
Website: https://hd.hcmute.edu.vn/                 - Email: yte@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/tramyteute/ 
Số điện thoại: 028.3722.1223 – ext. 8520: Hotline: 091 888 3925 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Phụ trách khám và chữa bệnh ban đầu cho SV; 
+ Hướng dẫn, tư vấn và hỗ trợ SV tham gia Bảo hiểm y tế bắt buộc và các quyền lợi liên quan; 
+ Tổ chức các chương trình tuyên truyền về sức khỏe học đường cho SV
+ Phối hợp các bên liên quan xử lý các vấn đề liên quan đến vệ sinh, an toàn thực phẩm trong nhà trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
"Trung tâm Thông tin, máy tính","Phòng A5.101 (tầng 1 – Khu A5); A1.1107 (tầng 11), Tòa nhà trung tâm,  
Website: https://iic.hcmute.edu.vn/ 
Email: ic@hcmute.edu.vn, 
Số điện thoại: 028.3722.1223 – ext. 8510, Hotline: 0913.889.739 (T. Hà)
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Cấp và quản lý địa chỉ email mang tên miền của trường cho SV; hướng dẫn SV kích hoạt & sử dụng địa chỉ Email do trường cấp; cấp lại mật khẩu email khi cần thiết…
+ Cấp và quản lý tài khoản microsoft liên kết với trường cho SV; hướng dẫn SV kích hoạt & sử dụng tài khoản do trường cấp; cấp lại mật khẩu email khi cần thiết…
+ Cấp và quản lý tài khoản đăng nhập trang online.hcmute.edu.vn của SV; cấp lại mật khẩu đăng nhập khi cần thiết…
+ Quản lý các phòng máy tính của nhà trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
"Trạm Y tế
","Văn phòng ở cuối Khu B; gần cổng B 
Website: https://hd.hcmute.edu.vn/ 		- Email: yte@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/tramyteute/ 
Số điện thoại: 028.3722.1223 – ext. 8520: Hotline: 091 888 3925 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Phụ trách khám và chữa bệnh ban đầu cho SV; 
+ Hướng dẫn, tư vấn và hỗ trợ SV tham gia Bảo hiểm y tế bắt buộc và các quyền lợi liên quan; 
+ Tổ chức các chương trình tuyên truyền về sức khỏe học đường cho SV.
+ Phối hợp các bên liên quan xử lý các vấn đề liên quan đến vệ sinh, an toàn thực phẩm trong nhà trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
"Trung tâm Thông tin, máy tính","Phòng A5.101 (tầng 1 – Khu A5); A1.1107 (tầng 11), Tòa nhà trung tâm,  
Website: https://iic.hcmute.edu.vn/ 
Email: ic@hcmute.edu.vn, 
Số điện thoại: 028.3722.1223 – ext. 8510, Hotline: 0913.889.739 (T. Hà)
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Cấp và quản lý địa chỉ email mang tên miền của trường cho SV; hướng dẫn SV kích hoạt & sử dụng địa chỉ Email do trường cấp; cấp lại mật khẩu email khi cần thiết…
+ Cấp và quản lý tài khoản microsoft liên kết với trường cho SV; hướng dẫn SV kích hoạt & sử dụng tài khoản do trường cấp; cấp lại mật khẩu email khi cần thiết…
+ Cấp và quản lý tài khoản đăng nhập trang online.hcmute.edu.vn của SV; cấp lại mật khẩu đăng nhập khi cần thiết…
+ Quản lý các phòng máy tính của nhà trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Dịch vụ,"Phòng A5.104 (tầng 1) Khu A5, Tòa nhà trung tâm
Website: https://ssc.hcmute.edu.vn/ 
Email: ttdvsv@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/ttdichvusinhvien 
Số điện thoại: 0902.325.413,  
Phụ trách quản lý các dịch vụ có thu trong nhà trường như bãi xe, căn tin…; Thường xuyên tổ chức kiểm tra chất lượng dịch vụ; Tiếp nhận, xử lý các phản hồi từ SV về các dịch vụ trong trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Giáo dục thể chất,"Văn phòng: Khu E
Website: https://cped.hcmute.edu.vn/ 
Fanpage: https://www.facebook.com/tdttsvspkt2021 
Số điện thoại: 0903.624.005; 0969.729.841
Email: ttgdtc@hcmute.edu.vn
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Phụ Trách tổ chức giảng dạy các môn Giáo dục thể chất;
+ Hướng dẫn SV làm thủ tục miễn giảm các môn giáo dục thể chất;
+ Quản lý các câu lạc bộ, tư vấn rèn luyện thể thao, thông tin các giải đấu;
+ Tổ chức các Hội thao, Giải thi đấu thể thao tại trường.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Giáo dục Quốc phòng và An ninh,"Văn phòng tại Không gian sáng tạo Maker Space
Website: https://cis.hcmute.edu.vn/ 
Điện thoại: 0989.558.076 (Thầy Chiến)
Email: cis@hcmute.edu.vn 
Fanpage: https://www.facebook.com/khoinghiepspkt/ 
Phụ trách hỗ trợ SV trong các hoạt động khởi nghiệp, tham gia các cuộc thi sáng tạo, khởi nghiệp…
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Sáng tạo - Khởi nghiêp,,HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Dạy học số,"Văn phòng: F1.607; Phòng học số: F1.608, F1.609 (tầng 6) Khu F1
Website: https://dlc.hcmute.edu.vn/ 
Facebook: https://www.facebook.com/dayhocso/ 
Số điện thoại: (+84 -028) 37221223 – 8425. Hotline call/Zalo: 0911910489
Email: dlc@hcmute.edu.vn 
Phụ trách tổ chức các khóa học trực tuyến và hỗ trợ SV tham gia các khóa học trực tuyến.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Phát triển ngôn ngữ,"Tầng hầm - Tòa nhà Trung tâm 
Website: https://cell.hcmute.edu.vn/ 
Email: cell.svspkt@hcmute.edu.vn 
Fanpage: https://www.facebook.com/HCMUTE.CELL/  
Số điện thoại: 028.3896.4575  hoặc 0765 080 182
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tổ chức đào tạo, bồi dưỡng các chương trình ngoại ngữ và nghiệp vụ về ngôn ngữ cho SV, học viên, và người học khác có nhu cầu. 
+ Tổ chức các kỳ thi Đánh giá năng lực Tiếng Anh cho SV và học viên. 
+ Tổ chức và quản lý các chương trình ngôn ngữ và nghiệp vụ ngôn ngữ khác theo nhu cầu của người học. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Tin học,"Văn phòng Trung tâm tại Cổng khu E 
Website: http://trungtamtinhoc.hcmute.edu.vn  
Email: ttth@hcmute.edu.vn,  
Fanpage: https://www.facebook.com/tinhocsuphamkythuat  
Số điện thoại hotline: 0908 277 911 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Đào tạo các khóa Tin học ứng dụng (Văn phòng, vẽ Kỹ thuật, vẽ Mỹ thuật), các khóa lập trình. 
+ Đào tạo, tổ chức thi và cấp chứng chỉ Ứng dụng Công nghệ Thông tin quốc gia. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
Trung tâm Việt Nhật,"Tầng hầm - Tòa nhà Trung tâm 
Website: https://vjec.hcmute.edu.vn/ 
Email: vjec@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/vietnhat.spkt/
Số điện thoại: 0963.512.513 - 0934.1818.13
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tổ chức đào tạo tiếng Nhật các trình độ cho SV. Đào tạo tiếng Nhật theo nhu cầu và đơn đặt hàng của doanh nghiệp ;
+ Tổ chức đào tạo các kỹ năng mềm, tác phong kỹ năng công nghiệp và văn hóa Nhật bản.
+ Tư vấn hướng nghiệp và giới thiệu việc làm cho SV; Làm cầu nối nhà trường với doanh nghiệp Nhật giới thiệu thực tập;
+ Tư vấn du học tại các trường tiếng Nhật, bậc đại học, cao đẳng, trường nghề của Nhật bản;
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG
