title,content,category,sub_category,content_index
Ngành Công nghệ Kỹ thuật điện tử - viễn thông (AUN-QA),"Đào tạo kiến thức chuyên sâu về thiết kế và thi công các hệ thống tự động trong công nghiệp; vận hành, sửa chữa các thiết bị điện, điện tử, viễn thông, thiết kế và thi công các mạch điện, các thiết bị ứng dụng thực tế về điện tử như: điện tử dân dụng, điện tử công nghiệp, điện tử y sinh, điện tử viễn thông và những công việc khác về ngành điện tử.
Cơ hội việc làm: Kỹ sư vận hành, bảo dưỡng, thiết kế, triển khai, nâng cấp các hệ thống sản xuất tự động tại các công ty, nhà máy; Kỹ sư trong các tập đoàn, doanh nghiệp cung cấp dịch vụ viễn thông và truyền dẫn, các công ty sản xuất thiết bị điện tử dân dụng, điện tử công nghiệp, các doanh nghiệp thiết kế vi mạch bán dẫn, lập trình vi mạch, lập trình vi điều khiển cho các thiết bị; thiết kế các hệ thống truyền dữ liệu, các hệ thống điều khiển điện tử, lập trình thiết bị di động, lập trình nhúng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật điện tử - viễn thông (AUN-QA),8
Ngành Công nghệ Kỹ thuật máy tính,"Đào tạo các kiến thức về thiết kế và thi công các hệ thống nhúng, các hệ thống máy tính siêu nhỏ ứng dụng trong các thiết bị xử lý và điều khiển trong dân dụng và công nghiệp, phát triển các hệ thống xử lý điều khiển trong các công ty điện tử, phần mềm, thiết kế vi mạch, nghiên cứu chế tạo và sản xuất vi mạch bán dẫn, lĩnh vực hệ thống nhúng tích hợp phần cứng và phần mềm.
Cơ hội việc làm: Chuyên gia phân tích, thiết kế, thực hiện các giải pháp công nghệ, kỹ thuật, lĩnh vực IoT, lập trình trên thiết bị di dộng, lập trình nhúng, trong các công ty và tập đoàn công nghệ, hoặc giảng dạy, nghiên cứu giảng dạy về lĩnh vực khoa học máy tính.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật máy tính,9
Ngành Kỹ thuật Y sinh (AUN-QA),"Được trang bị các kiến thức về khoa học cơ bản và chuyên ngành Kỹ thuật y sinh: Ngôn ngữ lập trình, Hệ thống nhúng, Xử lý tín hiệu y sinh, An toàn trong y tế, Vi xử lý, Cảm biến y sinh, Xử lý ảnh y sinh, Trang thiết bị y tế, …
Cơ hội việc làm: Thiết kế, thi công và vận hành trang thiết bị y tế, thiết bị hỗ trợ phục vụ cho y tế; tư vấn, thiết kế, xây dựng hệ thống trang thiết bị y tế cho các cơ sở thăm khám, chăm sóc sức khỏe, bệnh viện.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ thuật Y sinh (AUN-QA),10
Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (AUN-QA),"Trang bị kiến thức về khoa học cơ bản và chuyên ngành Tự động hóa; có khả năng thiết kế và thi công, vận hành, sửa chữa, nâng cấp các hệ thống sản xuất tự động trong công nghiệp. 
Cơ hội việc làm: Sinh viên tốt nghiệp có thể vận hành, thiết kế, nâng cấp các hệ thống sản xuất tự động tại các công ty, nhà máy; Giảng dạy, nghiên cứu tại các Viện, các trường Đại học, Cao đẳng, Trung cấp Chuyên nghiệp.",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (AUN-QA),11
Ngành Công nghệ Chế tạo máy (AUN-QA),"Trang bị kiến thức chuyên sâu trong lĩnh vực cơ khí chế tạo máy như thiết kế, chế tạo, lắp ráp, vận hành, bảo trì các trang thiết bị và hệ thống sản xuất; lập qui trình sản xuất các chi tiết máy, trang thiết bị công nghệ trong ngành cơ khí; chỉ đạo, quản lý và điều hành sản xuất cơ khí. Nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động.
Cơ hội việc làm: Kỹ sư sản xuất cơ khí, thiết kế - mô phỏng, lập quy trình công nghệ, quản lý sản xuất; vận hành, bảo trì bảo dưỡng; tư vấn, dịch vụ kỹ thuật; giảng dạy, nghiên cứu các lĩnh vực cơ khí, cơ điện tử, tự động hóa, robot, năng lượng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Chế tạo máy (AUN-QA),12
Ngành Kỹ thuật Công nghiệp ,"Trang bị kiến thức nền tảng kỹ thuật cốt lõi, kiến thức chuyên sâu trong lĩnh vực Kỹ thuật Công nghiệp, phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất; các kiến thức về quản lý kinh tế 
Cơ hội việc làm: Kỹ sư Kỹ thuật Công nghiệp có kiến thức rộng về nhiều lĩnh vực làm việc tại các công ty, nhà máy, doanh nghiệp sản xuất trong lĩnh vực dịch vụ kỹ thuật liên quan đến lĩnh vực cơ khí chế tạo máy, điện, gỗ, công nghệ kim loại, kinh tế.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ thuật Công nghiệp ,13
Ngành Công nghệ Kỹ thuật cơ điện tử (AUN-QA),"Được trang bị những kiến thức đê phát triển khả năng tư duy hệ thống và nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động, robot; phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất…
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật cơ điện tử làm việc tại các công ty, nhà máy có các thiết bị tự động hóa hoặc các công ty kinh doanh thiết bị tự động hóa công nghiệp với các công việc như bảo trì, bảo dưỡng các thiết bị máy móc, phát triển cải tiến dây chuyền sản xuất, quản lý sản xuất, giám sát sản xuất, xây dựng dự án, tư vấn công nghệ, lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ điện tử như robot, tự động hóa, điều khiển.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật cơ điện tử (AUN-QA),14
Ngành Công nghệ Kỹ thuật cơ khí (AUN-QA),"Đào tạo kiến thức về các lĩnh vực liên quan đến nghiên cứu, thiết kế, sản xuất, vận hành và bảo dưỡng các hệ thống cơ khí.Khi học ngành này, các em sẽ được đào tạo chuyên sâu về nghiên cứu, thiết kế, sản xuất sản phẩm bằng các công nghệ tự động, hiện đại như công nghệ CAD/CAE/CAM – CNC và Công nghệ khuôn mẫu. 
Cơ hội việc làm: Làm việc tại các công ty, nhà máy tự động hóa hoặc trong lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ khí; chuyên gia phân tích, giải quyết vấn đề và đánh giá các giải pháp, xây dựng kế hoạch, lập dự án phát triển sản xuất, điều hành và chỉ đạo sản xuất.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật cơ khí (AUN-QA),15
Ngành Kỹ Nghệ gỗ và nội thất,"Trang bị kiến thức chuyên sâu trong lĩnh vực như: tính toán, thiết kế sản phẩm gỗ và nội thất, lập quy trình sản xuất các loại sản phẩm gỗ; Vận hành, sử dụng, bảo trì bảo dưỡng các máy chế biến gỗ; Gia công các sản phẩm gỗ nội ngoại thất. Bên cạnh đó sinh viên được trang bị các kiến thức nâng cao để thiết kế sản phẩm gỗ nội thất, vận hành và sử dụng máy CNC trong chế biến gỗ.
Cơ hội việc làm: Kỹ sư chế biến gỗ có thể làm việc tại các Công ty, Nhà máy, Xí nghiệp sản xuất công nghiệp Chế biến gỗ với vai trò là kỹ sư thiết kế, lập quy trình công nghệ, cũng như quản lý sản xuất; vận hành, bảo trì bảo dưỡng máy móc thiết bị trong công nghiệp chế biến gỗ; tư vấn, làm dịch vụ kỹ thuật. 
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ Nghệ gỗ và nội thất,16
Ngành Công nghệ Kỹ thuật ô tô (AUN-QA),"Trang bị cho sinh viên các kiến thức chuyên ngành và kỹ năng thực hành về công nghệ, kỹ thuật thiết kế, điều khiển, lắp ráp, bảo trì, sửa chữa ô tô và các thiết bị động lực; các kiến thức về quản lý, dịch vụ ô tô. 
Cơ hội việc làm: Chuyên gia, kỹ sư, cán bộ kỹ thuật, quản lý, kế hoạch, kinh doanh tại các nhà máy sản xuất và lắp ráp ô tô, các doanh nghiệp sửa chữa và kinh doanh ô tô, các thiết bị động lực trong các nhà máy sản xuất, các công ty nghiên cứu, thiết kế và chế tạo các hệ thống điều khiển, thiết bị, phụ tùng ô tô, các trung tâm kiểm định phương tiện cơ giới đường bộ; làm công tác quản lý, hoạch định chính sách về kỹ thuật giao thông tại các đơn vị Nhà nước; nghiên cứu, giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề,... 
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật ô tô (AUN-QA),17
"Ngành Công nghệ Kỹ thuật nhiệt (AUN-QA)
","Được trang bị các kiến thức về Công nghệ Nhiệt – Điện lạnh bao gồm ba mảng lớn: Nóng, lạnh & năng lượng tái tạo, điều hòa không khí, thông gió, cấp nước nóng cho các tòa nhà cao tầng, khách sạn; quá trình làm lạnh, cấp đông, trữ đông và gia nhiệt trong các nhà máy đông lạnh thuỷ hải sản và thực phẩm; quá trình làm lạnh và gia nhiệt trong các nhà máy sản xuất dược phẩm, sữa, bia và nước giải khát, hóa dầu, đường, giấy, cao su, nhà máy nhiệt điện, năng lượng tái tạo.
Cơ hội việc làm: Kỹ sư thiết kế, thi công, kinh doanh, quản lí dự án, dịch vụ của các công ty cơ, nhiệt, điện lạnh và Năng lượng, có thể bổ sung nghiệp vụ sư phạm để tham gia giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề…
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ Kỹ thuật nhiệt (AUN-QA)
",18
"Ngành Công nghệ May (AUN-QA)
","Trang bị kiến thức về công nghệ, quản lý sản xuất, marketing lĩnh vực may mặc, thiết kế, phát triển các sản phẩm may; quản lý, điều hành sản xuất; xây dựng qui trình làm việc và hợp lý hóa sản xuất may; thiết kế cải tiến điều kiện nhà xưởng và các trang thiết bị góp phần nâng cao năng suất và chất lượng sản phẩm may.
Cơ hội việc làm: Chuyên gia, cán bộ kỹ thuật trong các doanh nghiệp may & thời trang; các Công ty tư vấn, thiết kế, tiếp thị, văn phòng đại diện Công ty may & thời trang; các Công ty dệt, da giày, túi xách, trang thiết bị và dịch vụ ngành may; các trường chuyên may mặc và thời trang.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ May (AUN-QA)
",19
"Ngành Thiết kế Thời trang
","Đào tạo, trang bị các kiến thức nhằm phát huy năng lực thiết kế và  thực hiện hoàn tất các mẫu của bộ sưu tập thông qua hệ thống môn học như: Xử lý chất liệu, Phác thảo, Dựng hình, Thiết kế rập phẳng; Thiết kế trên mannequin và Kỹ thuật cắt may.
Cơ hội việc làm: Nhà tạo mẫu, thiết kế phát triển bộ sưu tập thời trang; tổ chức quản lý và điều hành các cửa hàng thời trang, phòng thiết kế các doanh nghiệp may & thời trang; phòng marketing các công ty tư vấn, thiết kế và tiếp thị hàng may mặc & thời trang; phòng thiết kế các công ty giày, nón; túi xách và phụ kiện thời trang; Tòa soạn báo & tạp chí, công ty thiết kế, in ấn.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Thiết kế Thời trang
",20
"Ngành Công nghệ Kỹ thuật môi trường (AUN-QA)
","Trang bị các kiến thức nền tảng và chuyên sâu về Công nghệ xử lý chất thải, các hệ thống quản lý chất lượng môi trường, các kiến thức về thiết kế và vận hành hệ thống xử lý, sử dụng, bảo trì các thiết bị, dụng cụ đo kiểm soát môi trường, quản lý, xây dựng, tư vấn, thẩm định các dự án về môi trường.
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật môi trường làm việc tại các Nhà máy xử lý chất thải: Thiết kế, giám sát và vận hành hệ thống xử lý chất thải; Trung tâm quan trắc môi trường: Quan trắc và phân tích các chỉ tiêu môi trường; Công ty tư vấn về môi trường; Các nhà máy có hệ thống quản lý môi trường và an toàn lao động; giảng dạy, nghiên cứu về lĩnh vực môi trường.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ Kỹ thuật môi trường (AUN-QA)
",21
Ngành Công nghệ thực phẩm (AUN-QA),"Đào tạo chuyên sâu các kiến thức về công nghệ chế biến các sản phẩm thực phẩm, Công nghệ sinh học, Công nghệ lên men, Kiểm định và Quản lý chất lượng thực phẩm, phân tích, giải quyết và đề xuất các giải pháp, thiết kế, xây dựng và quản lý các hệ thống liên quan đến lĩnh vực công nghệ thực phẩm. 
Cơ hội việc làm: Các nhà máy/công ty chế biến thực phẩm: quản lý và vận hành dây chuyền sản xuất; quản lý và thực hiện việc kiểm nghiệm; quản lý các hệ thống đảm bảo vệ sinh an toàn thực phẩm; giảng dạy, nghiên cứu, đo lường và giám sát về chất lượng và vệ sinh an toàn thực phẩm: chuyên viên kiểm tra và đo lường, giám sát viên; Các công ty kinh doanh phụ gia, chất hỗ trợ kỹ thuật, thiết bị ngành công nghệ thực phẩm: phụ trách hỗ trợ kỹ thuật, phụ trách bán hàng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ thực phẩm (AUN-QA),22
Ngành Công nghệ kỹ thuật hóa học (AUN-QA),"Trang bị những kiến thức chuyên sâu về chuyên ngành Công nghệ Kỹ thuật hóa học; về quá trình sản xuất và các mối quan hệ kỹ thuật – công nghệ và thiết bị, kiến thức về tổ chức sản xuất và áp dụng triển khai các công nghệ mới, các qui trình công nghệ vào điều kiện sản xuất thực tế tại các cơ sở sản xuất thuộc lĩnh vực Công nghệ Kỹ thuật hóa học.
Cơ hội việc làm: Các công ty sản xuất hóa chất, hàng tiêu dùng, các sản phẩm công nghiệp;  Các trường Đại học, các viện nghiên cứu; Các công ty chuyên cung cấp phụ gia, hóa chất, hương liệu…, các công ty chuyên cung cấp máy móc, thiết bị dùng trong ngành công nghệ hóa học; Các công ty tư vấn thiết kế về quy trình công nghệ; Các công ty thực phẩm- dược phẩm; Công ty sản xuất sản phẩm ngành hóa, hàng tiêu dùng.",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ kỹ thuật hóa học (AUN-QA),23
